Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD
2012-02-16,71.74,31.28,26.82,179.93,114.74,136.05,1358.04,19.22,1.31,1728.3,54.95,168.0
2012-02-17,71.73,31.25,27.37,182.5,115.91,136.41,1361.23,17.78,1.32,1721.89,54.15,167.35
2012-02-20,,,,,,,,,1.32,1733.5,,
2012-02-21,73.55,31.44,27.16,182.26,116.63,136.47,1362.21,18.19,1.32,1758.75,55.82,171.02
2012-02-22,73.29,31.27,26.73,180.58,114.36,136.03,1357.66,18.19,1.32,1777.15,56.83,172.94
2012-02-23,73.77,31.37,26.66,178.89,115.8,136.63,1363.46,16.8,1.34,1779.6,57.26,173.02
2012-02-24,74.63,31.48,26.7,179.13,115.87,136.93,1365.74,17.31,1.35,1772.89,56.46,172.23
2012-02-27,75.11,31.35,26.89,178.53,116.23,137.16,1367.59,18.19,1.34,1765.82,56.06,171.7
2012-02-28,76.49,31.87,27.24,183.8,117.11,137.56,1372.18,17.96,1.35,1785.29,57.33,173.49
2012-02-29,77.49,31.74,26.88,179.69,115.14,137.02,1365.68,18.43,1.33,1694.7,55.4,164.29
2012-03-01,77.78,32.29,26.86,180.04,121.13,137.73,1374.09,17.26,1.33,1715.94,55.89,166.61
2012-03-02,77.88,32.08,26.92,179.3,119.96,137.31,1369.63,17.29,1.32,1711.89,54.79,166.34
2012-03-05,76.17,31.8,26.54,180.26,118.63,136.75,1364.33,18.05,1.32,1706.3,53.62,165.65
2012-03-06,75.75,31.56,26.6,181.09,113.67,134.75,1343.36,20.87,1.31,1673.6,52.47,162.7
2012-03-07,75.81,31.84,26.91,183.77,116.4,135.69,1352.63,19.07,1.31,1684.34,52.67,163.63
2012-03-08,77.43,32.01,26.84,187.64,117.17,137.04,1365.91,17.95,1.33,1700.25,53.32,165.28
2012-03-09,77.88,31.99,27.07,184.32,117.29,137.57,1370.87,17.11,1.31,1712.59,53.24,166.38
2012-03-12,78.86,32.04,26.98,183.39,116.99,137.58,1371.09,15.64,1.32,1700.03,52.37,165.07
2012-03-13,81.16,32.67,27.49,184.59,124.54,140.06,1395.95,14.8,1.31,1674.89,52.11,162.3
2012-03-14,84.23,32.77,27.46,182.26,120.37,139.91,1394.28,15.31,1.3,1642.1,50.12,159.57
2012-03-15,83.65,32.85,27.75,184.43,123.06,140.72,1402.6,15.42,1.31,1657.73,50.14,161.08
2012-03-16,83.65,32.6,27.73,185.05,122.93,140.3,1404.17,14.47,1.32,1660.04,49.93,161.3
2012-03-19,85.87,32.2,27.74,185.52,124.3,140.85,1409.75,15.04,1.32,1662.55,49.6,161.59
2012-03-20,86.57,31.99,27.75,192.33,126.02,140.44,1405.52,15.58,1.32,1648.35,49.86,160.13
2012-03-21,86.07,31.91,27.78,191.73,125.99,140.21,1402.89,15.13,1.32,1649.89,49.76,160.21
2012-03-22,85.62,32.0,27.9,192.4,124.74,139.2,1392.78,15.57,1.32,1642.85,48.75,159.57
2012-03-23,85.15,32.01,27.88,195.04,126.18,139.65,1397.11,14.82,1.33,1661.73,49.76,161.53
2012-03-26,86.71,32.59,28.19,202.87,128.07,141.61,1416.51,14.26,1.34,1689.37,50.63,164.4
2012-03-27,87.78,32.52,28.19,205.44,126.33,141.17,1412.52,15.59,1.33,1679.44,49.91,163.24
2012-03-28,88.23,32.19,27.8,201.16,126.36,140.47,1405.54,15.47,1.33,1661.57,48.93,161.51
2012-03-29,87.12,32.12,28.16,204.61,123.76,140.23,1403.28,15.48,1.33,1660.88,49.06,161.28
2012-03-30,85.65,32.26,28.12,202.51,124.37,140.81,1408.47,15.5,1.33,1668.29,49.54,162.12
2012-04-02,88.38,32.29,28.38,198.05,124.9,141.84,1419.04,15.64,1.33,1677.25,50.39,162.94
2012-04-03,89.9,31.94,28.11,199.66,122.71,141.26,1413.38,15.66,1.32,1644.83,48.75,159.89
2012-04-04,89.19,31.21,27.93,193.99,119.96,139.86,1398.96,16.44,1.31,1619.73,46.7,157.21
2012-04-05,90.53,31.52,28.07,194.39,118.0,139.79,1398.08,16.7,1.31,1630.64,46.2,158.31
2012-04-06,,,,,,,,,1.31,1637.99,,
2012-04-09,90.89,31.1,27.76,191.87,117.02,138.22,1382.2,18.81,1.31,1640.78,46.48,159.37
2012-04-10,89.78,30.47,27.45,186.98,114.56,135.9,1358.59,20.39,1.31,1659.85,47.04,161.1
2012-04-11,89.46,30.34,27.85,187.97,115.93,137.0,1368.71,20.02,1.31,1657.45,46.5,161.06
2012-04-12,88.97,30.98,28.48,190.69,120.39,138.79,1387.57,17.2,1.32,1674.98,48.16,162.7
2012-04-13,86.46,30.81,28.09,188.46,115.09,137.14,1370.26,19.55,1.31,1658.39,47.5,160.85
2012-04-16,82.88,31.08,28.4,185.5,117.73,137.05,1369.57,19.55,1.31,1651.6,46.64,160.46
2012-04-17,87.1,31.44,28.47,188.39,116.86,139.08,1390.78,18.46,1.31,1649.29,47.13,160.27
2012-04-18,86.91,31.14,27.95,191.07,115.33,138.61,1385.14,18.64,1.31,1640.07,46.63,159.31
2012-04-19,83.92,31.01,27.69,191.1,113.6,137.72,1376.92,18.36,1.31,1641.6,46.61,159.43
2012-04-20,81.85,32.42,27.6,189.98,112.44,137.95,1378.53,17.44,1.32,1642.09,46.12,159.54
2012-04-23,81.67,32.12,27.45,188.24,111.75,136.79,1366.94,18.97,1.32,1636.7,45.04,159.07
2012-04-24,80.04,31.92,27.31,190.33,114.11,137.31,1371.97,18.1,1.32,1640.39,45.14,159.3
2012-04-25,87.14,32.2,27.86,194.42,113.98,139.19,1390.69,16.82,1.32,1644.13,46.29,159.62
2012-04-26,86.81,32.11,28.22,195.99,114.56,140.16,1399.98,16.24,1.32,1654.9,46.25,161.03
2012-04-27,86.14,31.98,28.38,226.85,114.41,140.39,1403.36,16.32,1.33,1661.44,46.8,161.38
2012-04-30,83.43,32.02,28.4,231.9,115.15,139.87,1397.91,17.15,1.32,1663.88,46.39,161.88
2012-05-01,83.16,32.01,28.95,230.04,115.33,140.74,1405.82,16.6,1.32,1660.1,46.44,161.32
2012-05-02,83.71,31.8,29.18,230.25,113.77,140.32,1402.31,16.88,1.32,1652.89,45.66,160.59
2012-05-03,83.12,31.76,28.56,229.45,111.53,139.25,1391.57,17.56,1.32,1635.29,43.88,158.97
2012-05-04,80.75,30.98,27.9,223.99,108.99,137.0,1369.1,19.16,1.31,1642.42,44.05,159.47
2012-05-07,81.35,30.65,27.76,225.16,110.04,137.1,1369.58,18.94,1.31,1637.15,43.67,159.08
2012-05-08,81.17,30.5,27.37,223.9,109.37,136.55,1363.72,19.05,1.3,1604.39,42.17,156.0
2012-05-09,81.31,30.76,27.19,222.98,107.29,135.74,1354.58,20.08,1.29,1588.86,43.02,154.47
2012-05-10,81.5,30.74,27.24,226.69,106.32,136.02,1357.99,18.83,1.29,1593.26,43.09,154.77
2012-05-11,80.96,31.16,27.63,227.68,102.13,135.61,1353.39,19.89,1.29,1579.44,42.42,153.56
2012-05-14,79.75,30.68,27.02,222.93,99.77,134.11,1338.35,21.87,1.28,1556.35,40.97,151.33
2012-05-15,79.02,30.21,26.88,224.39,99.87,133.34,1330.66,21.97,1.27,1543.95,39.34,149.74
2012-05-16,78.01,29.9,26.5,224.06,98.2,132.83,1324.8,22.27,1.27,1538.05,39.56,149.46
2012-05-17,75.73,29.72,26.19,218.36,97.08,130.86,1304.86,24.49,1.27,1572.0,41.34,152.8
2012-05-18,75.77,29.27,26.07,213.85,95.49,129.74,1295.22,25.1,1.28,1591.8,41.62,154.55
2012-05-21,80.18,29.75,26.15,218.11,96.51,131.97,1315.99,22.01,1.28,1590.65,43.01,154.65
2012-05-22,79.57,29.76,26.03,215.33,97.53,132.2,1316.63,22.48,1.27,1566.95,42.54,152.08
2012-05-23,81.51,29.11,25.44,217.28,98.04,132.27,1318.86,22.33,1.26,1560.0,44.44,151.62
2012-05-24,80.76,29.07,25.65,215.24,96.86,132.53,1320.68,21.54,1.25,1557.0,44.63,151.41
2012-05-25,80.33,29.06,25.74,212.89,96.7,132.1,1317.82,21.76,1.25,1572.84,44.91,152.68
2012-05-28,,,,,,,,,1.25,1572.83,,
2012-05-29,81.75,29.56,26.09,214.75,97.86,133.7,1332.42,21.03,1.25,1555.25,44.09,151.02
2012-05-30,82.74,29.34,26.13,209.23,94.61,131.76,1313.32,24.14,1.24,1561.84,44.24,151.91
2012-05-31,82.53,29.19,25.84,212.91,95.7,131.47,1310.33,24.06,1.24,1558.7,43.78,151.62
2012-06-01,80.14,28.45,25.14,208.22,92.64,128.16,1278.04,26.66,1.24,1625.64,46.58,157.5
2012-06-04,80.61,28.55,25.04,214.57,91.0,128.1,1278.18,26.12,1.25,1616.4,47.33,157.32
2012-06-05,80.4,28.5,25.43,213.21,92.21,129.07,1285.5,24.68,1.25,1616.49,47.53,157.14
2012-06-06,81.64,29.35,26.07,217.64,94.96,131.97,1315.13,22.16,1.26,1619.79,47.62,157.21
2012-06-07,81.67,29.23,25.94,218.8,94.0,132.05,1314.99,21.72,1.26,1588.39,45.99,154.5
2012-06-08,82.9,29.65,26.41,218.48,94.54,133.1,1325.66,21.23,1.25,1593.84,46.33,154.73
2012-06-11,81.6,28.9,25.98,216.5,92.8,131.42,1308.93,23.56,1.25,1596.05,45.66,155.36
2012-06-12,82.31,29.29,26.52,216.42,94.04,132.92,1324.18,22.09,1.25,1609.44,46.76,156.46
2012-06-13,81.74,29.13,26.54,214.73,92.72,132.07,1314.88,24.27,1.26,1617.74,46.79,157.12
2012-06-14,81.65,29.34,26.98,214.45,93.82,133.47,1329.1,21.68,1.26,1622.92,46.93,157.75
2012-06-15,82.02,30.02,27.34,218.35,95.66,134.14,1342.84,21.11,1.26,1626.26,46.92,157.84
2012-06-18,83.68,29.84,27.42,222.66,93.63,134.4,1344.78,18.32,1.26,1627.79,47.73,157.93
2012-06-19,83.92,30.7,27.51,224.03,96.37,135.7,1357.98,18.38,1.27,1617.46,47.68,157.16
2012-06-20,83.68,30.93,27.64,223.02,96.55,135.48,1355.69,17.24,1.27,1605.29,47.27,155.97
2012-06-21,82.52,30.14,26.71,220.58,93.9,132.44,1325.51,20.08,1.25,1564.69,44.82,152.01
2012-06-22,83.16,30.7,26.94,222.16,93.63,133.46,1335.02,18.11,1.26,1571.54,44.58,152.64
2012-06-25,81.54,29.86,26.05,220.07,91.22,131.32,1313.72,20.38,1.25,1583.99,45.16,153.76
2012-06-26,81.72,30.02,26.0,225.61,91.03,131.98,1319.99,19.72,1.25,1571.54,44.45,152.62
2012-06-27,82.07,30.17,26.22,225.62,93.27,133.17,1331.85,19.45,1.25,1573.69,44.28,152.83
2012-06-28,81.29,29.91,25.83,221.31,93.49,132.79,1329.04,19.71,1.24,1551.29,43.31,151.05
2012-06-29,83.43,30.59,26.65,228.35,95.86,136.1,1362.16,17.08,1.27,1598.2,44.77,155.19
2012-07-02,84.65,30.56,26.66,229.32,97.13,136.51,1365.51,16.8,1.26,1595.74,44.76,155.09
2012-07-03,85.63,30.76,26.86,229.53,98.6,137.41,1374.02,16.66,1.26,1614.65,46.45,157.46
2012-07-04,,,,,,,,,1.25,1615.13,,
2012-07-05,87.13,30.7,26.55,227.06,95.92,136.79,1367.58,17.5,1.24,1602.75,45.77,155.68
2012-07-06,86.55,30.18,26.16,225.05,95.47,135.49,1354.68,17.1,1.23,1582.29,44.43,153.71
2012-07-09,87.7,30.0,26.17,225.05,94.47,135.32,1352.46,17.98,1.23,1586.65,44.25,154.04
2012-07-10,86.89,29.74,25.56,219.5,94.25,134.14,1341.47,18.72,1.22,1564.5,42.87,152.15
2012-07-11,86.35,29.3,25.39,218.37,95.13,134.16,1341.45,17.95,1.22,1576.29,41.97,152.99
2012-07-12,85.56,28.63,24.74,215.36,94.02,133.51,1334.76,18.33,1.22,1571.79,41.71,152.59
2012-07-13,86.42,29.39,25.25,218.39,97.43,135.75,1356.78,16.74,1.23,1588.44,42.31,154.14
2012-07-16,86.7,29.44,25.13,216.01,97.68,135.43,1353.64,17.11,1.23,1588.85,42.16,154.21
2012-07-17,86.71,29.66,25.38,216.93,97.98,136.36,1363.67,16.48,1.23,1581.25,41.7,153.47
2012-07-18,86.61,30.45,26.21,217.47,96.51,137.37,1372.78,16.16,1.23,1572.3,41.12,153.05
2012-07-19,87.76,30.66,26.06,226.17,95.0,137.73,1376.51,15.45,1.23,1580.55,41.59,153.38
2012-07-20,86.33,30.12,25.52,228.29,94.16,136.47,1362.66,16.27,1.22,1582.73,41.72,153.67
2012-07-23,86.26,29.28,25.26,226.01,93.16,135.09,1350.52,18.62,1.21,1575.4,40.7,153.03
2012-07-24,85.85,29.15,25.0,223.04,94.47,133.93,1338.31,20.47,1.21,1579.94,40.72,153.52
2012-07-25,82.14,28.83,25.13,217.05,95.96,133.96,1337.89,19.34,1.22,1603.88,41.96,155.67
2012-07-26,82.13,29.16,25.5,220.01,98.06,136.17,1360.02,17.53,1.23,1615.59,42.83,156.77
2012-07-27,83.59,29.76,26.02,237.32,101.64,138.68,1385.97,16.7,1.23,1622.78,43.13,157.54
2012-07-30,85.0,29.64,25.76,236.09,100.88,138.68,1385.3,18.03,1.23,1620.49,43.72,157.43
2012-07-31,87.25,29.47,25.7,233.3,100.9,137.71,1379.32,18.93,1.23,1613.29,42.83,156.49
2012-08-01,86.69,29.41,25.93,232.09,100.09,137.59,1375.14,18.96,1.22,1598.59,42.25,155.14
2012-08-02,86.83,29.19,25.91,230.81,97.81,136.64,1365.0,17.57,1.22,1589.74,42.04,154.13
2012-08-03,87.96,29.75,26.23,234.97,100.98,139.35,1390.99,15.64,1.24,1603.8,42.86,155.55
2012-08-06,88.94,29.95,26.31,233.99,102.02,139.62,1394.23,15.95,1.24,1610.39,43.73,156.3
2012-08-07,88.7,30.26,26.5,236.56,103.24,140.32,1401.35,15.99,1.24,1610.68,44.23,156.28
2012-08-08,88.55,30.33,26.6,234.38,102.5,140.49,1402.22,15.32,1.24,1611.29,43.99,156.48
2012-08-09,88.68,30.5,26.7,234.06,103.6,140.61,1402.8,15.28,1.23,1617.09,44.56,156.99
2012-08-10,88.81,30.42,26.88,232.75,103.02,140.84,1405.87,14.74,1.23,1619.55,44.85,157.18
2012-08-13,90.0,30.39,26.69,232.44,103.61,140.77,1404.11,13.7,1.23,1609.54,44.24,155.99
2012-08-14,90.24,30.13,26.48,233.19,103.26,140.79,1403.93,14.85,1.23,1598.04,43.93,155.13
2012-08-15,90.12,30.2,26.27,237.42,103.13,140.95,1405.53,14.63,1.23,1602.88,44.15,155.63
2012-08-16,90.91,30.78,26.59,241.55,103.49,141.99,1415.51,14.29,1.24,1614.3,45.65,156.56
2012-08-17,92.59,30.9,26.33,241.17,103.6,142.18,1418.16,13.45,1.23,1615.3,45.34,156.72
2012-08-20,95.02,30.74,26.23,240.35,105.28,142.19,1418.13,14.02,1.23,1620.09,45.62,157.26
2012-08-21,93.72,30.8,26.11,239.45,105.32,141.76,1413.17,15.02,1.25,1637.89,46.38,158.83
2012-08-22,95.55,30.54,25.73,243.1,104.67,141.82,1413.49,15.11,1.25,1653.39,47.5,160.54
2012-08-23,94.66,30.26,25.04,241.2,104.08,140.66,1402.08,15.96,1.26,1670.04,47.42,161.89
2012-08-24,94.75,30.56,24.91,245.74,104.96,141.51,1411.13,15.18,1.25,1669.85,47.57,161.97
2012-08-27,96.53,30.69,24.84,243.92,105.12,141.54,1410.44,16.35,1.25,1663.6,46.9,161.36
2012-08-28,96.4,30.63,25.0,246.11,105.03,141.4,1409.3,16.49,1.26,1666.53,46.85,161.64
2012-08-29,96.21,30.65,24.67,247.12,105.53,141.51,1410.49,17.06,1.25,1655.94,46.39,160.59
2012-08-30,94.84,30.32,24.27,246.22,104.72,140.49,1399.48,17.83,1.25,1655.54,46.02,160.52
2012-08-31,95.03,30.82,24.83,248.27,105.72,141.16,1406.58,17.47,1.26,1690.54,47.94,164.22
2012-09-03,,,,,,,,,1.26,1691.79,,
2012-09-04,96.42,30.38,24.42,247.88,106.41,141.03,1404.94,17.98,1.26,1694.4,47.77,164.48
2012-09-05,95.75,30.39,24.39,246.22,109.94,140.91,1403.44,17.74,1.26,1693.04,47.93,164.31
2012-09-06,96.61,31.34,25.1,251.38,113.54,143.77,1432.12,15.6,1.26,1701.04,49.13,164.89
2012-09-07,97.21,30.95,24.19,259.14,116.33,144.33,1437.92,14.38,1.28,1736.0,50.46,168.44
2012-09-10,94.68,30.72,23.26,257.09,114.68,143.51,1429.08,16.28,1.28,1725.19,49.48,167.29
2012-09-11,94.37,30.79,23.34,255.67,116.69,143.91,1433.56,16.41,1.29,1731.64,49.81,167.9
2012-09-12,95.68,30.78,23.19,255.63,118.24,144.39,1436.56,15.8,1.29,1731.0,50.01,167.92
2012-09-13,97.57,30.94,23.36,260.24,120.67,146.59,1459.99,14.05,1.3,1766.29,52.52,171.31
2012-09-14,98.75,31.21,23.37,261.27,121.36,147.24,1465.77,14.51,1.31,1771.98,53.86,171.8
2012-09-17,99.97,31.21,23.31,258.0,119.9,146.74,1461.19,14.59,1.31,1760.95,53.89,170.4
2012-09-18,100.27,31.18,23.37,258.75,119.88,146.62,1459.32,14.18,1.3,1770.34,54.32,171.72
2012-09-19,100.3,31.05,23.15,261.68,119.02,146.7,1461.05,13.88,1.3,1769.19,54.79,171.74
2012-09-20,99.81,31.45,23.18,260.81,117.63,146.71,1460.26,14.07,1.3,1766.09,54.36,171.47
2012-09-21,100.01,31.19,23.12,257.47,116.72,145.87,1460.15,13.98,1.3,1772.44,54.81,171.96
2012-09-24,98.68,30.78,22.8,254.8,116.6,145.65,1456.89,14.15,1.29,1763.65,52.96,171.05
2012-09-25,96.22,30.39,22.54,252.46,113.5,144.1,1441.59,15.43,1.29,1760.04,52.17,170.77
2012-09-26,95.03,30.16,22.64,249.67,113.08,143.29,1433.32,16.81,1.29,1751.59,52.4,169.81
2012-09-27,97.33,30.16,23.08,256.59,115.23,144.64,1447.15,14.84,1.29,1777.29,53.89,172.34
2012-09-28,95.3,29.76,22.66,254.32,113.68,143.97,1440.67,15.73,1.29,1770.69,53.69,171.89
2012-10-01,94.2,29.49,22.76,252.01,116.86,144.34,1444.49,16.32,1.29,1773.79,53.92,172.3
2012-10-02,94.47,29.66,22.84,250.6,117.25,144.5,1445.75,15.71,1.29,1777.39,53.59,172.1
2012-10-03,95.92,29.86,22.55,255.92,117.91,145.09,1450.99,15.43,1.29,1778.54,52.72,172.41
2012-10-04,95.26,30.03,22.46,260.47,119.9,146.12,1461.4,14.55,1.3,1788.55,54.25,173.61
2012-10-05,93.23,29.85,22.68,258.51,119.31,146.14,1460.93,14.33,1.3,1780.48,53.65,172.62
2012-10-08,91.17,29.78,22.51,259.06,119.46,145.64,1455.88,15.11,1.3,1774.29,53.23,172.05
2012-10-09,90.84,29.28,21.9,250.96,119.63,144.2,1441.48,16.37,1.29,1763.54,52.08,170.99
2012-10-10,91.56,28.98,21.76,244.99,120.08,143.28,1432.56,16.29,1.29,1761.94,52.48,170.84
2012-10-11,89.73,28.95,21.68,244.22,121.99,143.36,1432.84,15.59,1.29,1768.19,52.49,171.32
2012-10-12,89.96,29.2,21.48,242.36,120.2,142.89,1428.59,16.14,1.3,1753.75,51.66,170.06
2012-10-15,90.68,29.51,21.73,244.18,124.5,144.08,1440.13,15.27,1.29,1735.49,51.64,168.35
2012-10-16,92.83,29.49,22.35,243.94,123.22,145.54,1454.92,15.22,1.31,1747.19,52.67,169.42
2012-10-17,92.09,29.59,21.79,247.49,124.92,146.2,1460.91,15.07,1.31,1749.69,53.11,169.54
2012-10-18,90.38,29.5,21.67,244.85,125.15,145.82,1457.34,15.03,1.31,1741.09,51.52,168.79
2012-10-19,87.12,28.64,21.26,240.0,123.62,143.39,1433.19,17.06,1.3,1720.4,51.73,166.97
2012-10-22,90.58,28.0,21.46,233.78,122.77,143.41,1433.82,16.62,1.31,1728.84,52.43,167.58
2012-10-23,87.62,28.05,21.59,234.31,119.0,141.42,1413.11,18.83,1.3,1708.09,50.96,165.43
2012-10-24,88.12,27.9,21.46,228.49,119.77,141.02,1408.75,18.33,1.3,1701.93,50.06,164.86
2012-10-25,87.08,27.88,21.69,222.92,119.72,141.43,1412.97,18.12,1.29,1711.19,51.59,166.02
2012-10-26,86.29,28.21,21.95,238.24,119.44,141.35,1411.94,17.81,1.29,1710.74,51.24,165.93
2012-10-29,,,,,,,,,1.29,1709.24,,
2012-10-30,,,,,,,,,1.3,1708.88,,
2012-10-31,85.05,28.54,21.63,232.89,122.39,141.35,1412.16,18.6,1.3,1720.05,52.9,166.83
2012-11-01,85.22,29.52,22.26,232.14,124.85,142.83,1427.59,16.69,1.29,1714.09,52.01,166.07
2012-11-02,82.4,29.5,22.06,232.42,123.25,141.56,1414.2,17.59,1.28,1677.35,49.76,162.6
2012-11-05,83.52,29.63,21.84,234.33,124.08,141.85,1417.26,18.42,1.28,1683.99,49.39,163.23
2012-11-06,83.26,29.86,21.73,237.56,126.25,142.96,1428.39,17.58,1.28,1715.34,50.34,166.3
2012-11-07,79.71,29.08,20.91,232.06,117.98,139.72,1394.53,19.08,1.28,1716.31,51.07,166.49
2012-11-08,76.82,28.81,20.83,227.35,115.27,138.04,1377.51,18.49,1.27,1729.99,51.41,167.99
2012-11-09,78.15,28.83,20.8,226.31,116.15,138.16,1379.85,18.61,1.27,1730.86,50.67,167.82
2012-11-12,77.55,28.22,20.76,226.47,117.24,138.26,1380.03,16.68,1.27,1727.74,50.04,167.45
2012-11-13,77.56,27.09,20.28,226.6,116.47,137.79,1374.53,16.65,1.27,1724.89,49.48,167.1
2012-11-14,76.7,26.84,19.96,222.95,114.24,135.93,1355.49,17.92,1.27,1726.05,47.22,167.14
2012-11-15,75.09,26.66,20.03,220.6,115.44,135.7,1353.33,17.99,1.28,1715.19,45.97,166.09
2012-11-16,75.38,26.52,20.19,225.23,115.84,136.37,1359.88,16.41,1.27,1713.09,46.47,165.88
2012-11-19,80.82,26.73,20.25,229.71,118.3,139.13,1386.89,15.24,1.28,1731.5,47.76,167.87
2012-11-20,80.13,26.71,19.51,233.78,118.09,139.19,1387.81,15.08,1.28,1728.04,47.36,167.39
2012-11-21,80.24,26.95,19.36,238.03,117.7,139.45,1391.03,15.31,1.28,1728.53,48.08,167.56
2012-11-22,,,,,,,,,1.29,1729.05,,
2012-11-23,81.64,27.7,19.72,239.88,120.31,141.35,1409.15,15.14,1.3,1752.5,48.74,169.61
2012-11-26,84.22,27.38,19.89,243.62,120.94,141.05,1406.29,15.5,1.3,1748.49,48.75,169.43
2012-11-27,83.54,27.08,19.93,243.4,118.41,140.33,1398.94,15.92,1.29,1741.65,47.46,168.71
2012-11-28,83.28,27.36,20.09,247.11,119.33,141.46,1409.93,15.51,1.3,1719.31,47.9,166.55
2012-11-29,84.19,26.95,19.53,251.27,118.73,142.12,1415.95,15.06,1.3,1724.79,48.04,167.18
2012-11-30,83.61,26.62,19.57,252.05,117.79,142.16,1416.18,15.87,1.3,1714.4,47.55,166.05
2012-12-03,83.74,26.43,19.54,250.33,118.4,141.45,1409.46,16.64,1.31,1714.85,46.48,166.13
2012-12-04,82.26,26.37,19.97,252.49,116.58,141.25,1407.05,17.12,1.31,1696.74,46.64,164.42
2012-12-05,76.97,26.67,19.85,253.96,117.13,141.5,1409.28,16.46,1.31,1693.41,45.35,164.12
2012-12-06,78.18,26.72,20.16,253.37,117.2,141.98,1413.94,16.58,1.3,1698.62,45.55,164.5
2012-12-07,76.18,26.46,20.16,253.27,116.57,142.42,1418.07,15.9,1.29,1703.04,45.93,165.16
2012-12-10,75.69,26.94,20.08,247.77,117.01,142.47,1418.55,16.05,1.29,1709.85,46.52,165.8
2012-12-11,77.34,27.32,20.65,250.69,118.86,143.44,1427.84,15.57,1.3,1709.7,46.28,165.65
2012-12-12,77.0,27.24,20.67,251.76,118.09,143.51,1428.48,15.95,1.31,1711.55,47.63,165.77
2012-12-13,75.67,27.11,20.49,251.25,118.5,142.63,1419.45,16.56,1.31,1696.69,46.34,164.37
2012-12-14,72.83,26.81,20.53,249.19,119.36,142.11,1413.58,17.0,1.32,1695.03,46.48,164.13
2012-12-17,74.12,27.1,20.57,253.86,123.49,143.77,1430.36,16.34,1.32,1697.42,46.51,164.44
2012-12-18,76.27,27.56,20.96,260.4,127.77,145.37,1446.79,15.57,1.32,1669.54,45.75,162.08
2012-12-19,75.19,27.31,21.1,257.99,127.19,144.29,1435.81,17.36,1.32,1666.56,45.36,161.69
2012-12-20,74.53,27.68,21.03,261.5,129.69,145.12,1443.69,17.67,1.32,1647.14,45.07,159.73
2012-12-21,74.19,27.45,20.76,256.92,128.44,142.79,1430.15,17.84,1.32,1656.61,45.18,160.33
2012-12-24,74.31,27.06,20.64,258.62,127.54,142.35,1426.66,18.59,1.32,1656.99,44.85,160.62
2012-12-25,,,,,,,,,1.32,1658.29,,
2012-12-26,73.29,26.86,20.65,248.63,127.16,141.75,1419.83,19.48,1.32,1659.76,45.15,160.78
2012-12-27,73.58,26.96,20.51,248.31,126.67,141.56,1418.1,19.47,1.32,1663.29,45.44,161.16
2012-12-28,72.8,26.55,20.23,245.18,125.52,140.03,1402.43,22.72,1.32,1654.9,44.93,160.54
2012-12-31,76.02,26.71,20.62,250.87,127.56,142.41,1426.19,18.02,1.32,1674.34,46.39,162.02
2013-01-01,,,,,,,,,1.32,1674.54,,
2013-01-02,78.43,27.62,21.38,257.31,131.66,146.06,1462.42,14.68,1.32,1686.35,47.1,163.17
2013-01-03,77.44,27.25,21.32,258.48,130.94,145.73,1459.37,14.56,1.3,1662.95,45.14,161.2
2013-01-04,75.29,26.74,21.16,259.15,134.51,146.37,1466.47,13.83,1.31,1656.24,45.33,160.44
2013-01-07,74.84,26.69,21.25,268.46,134.26,145.97,1461.89,13.79,1.31,1646.64,44.48,159.43
2013-01-08,75.04,26.55,21.09,266.38,133.05,145.55,1457.15,13.62,1.31,1658.6,44.65,160.56
2013-01-09,73.87,26.7,21.45,266.35,134.32,145.92,1461.02,13.81,1.31,1657.29,44.36,160.49
2013-01-10,74.79,26.46,21.8,265.34,137.37,147.08,1472.12,13.49,1.33,1674.64,45.41,161.98
2013-01-11,74.33,26.83,22.0,267.94,137.13,147.07,1472.05,13.36,1.33,1662.44,45.4,161.06
2013-01-14,71.68,26.89,22.0,272.73,136.13,146.97,1470.68,13.52,1.34,1666.8,45.23,161.54
2013-01-15,69.42,27.21,21.88,271.9,135.59,147.07,1472.34,13.55,1.33,1678.5,45.59,162.56
2013-01-16,72.3,27.04,22.11,268.93,141.09,147.05,1472.63,13.42,1.33,1678.89,45.21,162.65
2013-01-17,71.81,27.25,22.68,270.48,141.01,148.0,1480.94,13.57,1.34,1687.26,45.0,163.35
2013-01-18,71.43,27.25,21.25,272.12,144.45,148.33,1485.98,12.46,1.33,1683.34,45.11,163.09
2013-01-21,,,,,,,,,1.33,1689.55,,
2013-01-22,72.11,27.15,21.17,270.19,145.95,149.13,1492.56,12.43,1.33,1691.6,45.82,163.67
2013-01-23,73.43,27.61,21.11,268.11,145.56,149.37,1494.81,12.46,1.33,1685.14,44.56,163.21
2013-01-24,64.36,27.63,20.95,273.62,144.96,149.41,1494.82,12.69,1.34,1667.36,43.23,161.42
2013-01-25,62.84,27.88,20.96,283.99,144.46,150.25,1502.96,12.89,1.35,1658.31,41.92,160.65
2013-01-28,64.26,27.91,21.05,276.04,144.15,150.07,1500.18,13.57,1.35,1654.34,41.48,160.29
2013-01-29,65.47,28.01,21.28,260.35,147.1,150.66,1507.84,13.31,1.35,1663.45,42.25,160.99
2013-01-30,65.26,27.85,21.37,272.76,147.15,150.07,1501.96,14.32,1.36,1676.7,41.96,162.19
